group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Sender,"Frank :: Plaintext Size ""100""B",,,,17353605.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16857960.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16890098.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16866847.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16823653.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16864841.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16875570.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16931496.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16864418.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16849626.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16871769.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16847064.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16874618.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16855089.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16851754.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16842775.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16846712.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16828288.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16844002.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16847249.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16828203.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16846484.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16863832.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16851422.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16912178.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16852514.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16992053.0,ns,75
Sender,"Frank :: Plaintext Size ""100""B",,,,16908931.0,ns,75
