group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Platform,Sign and Timestamp ,,,,68630606.0,ns,318
Platform,Sign and Timestamp ,,,,68947505.0,ns,320
Platform,Sign and Timestamp ,,,,69395532.0,ns,322
Platform,Sign and Timestamp ,,,,69874977.0,ns,324
Platform,Sign and Timestamp ,,,,70324404.0,ns,326
Platform,Sign and Timestamp ,,,,70732080.0,ns,328
Platform,Sign and Timestamp ,,,,71199354.0,ns,330
Platform,Sign and Timestamp ,,,,71610921.0,ns,332
Platform,Sign and Timestamp ,,,,72074439.0,ns,334
Platform,Sign and Timestamp ,,,,72466176.0,ns,336
Platform,Sign and Timestamp ,,,,73002190.0,ns,338
Platform,Sign and Timestamp ,,,,73309238.0,ns,340
Platform,Sign and Timestamp ,,,,73825768.0,ns,342
Platform,Sign and Timestamp ,,,,74310905.0,ns,344
Platform,Sign and Timestamp ,,,,74686520.0,ns,346
Platform,Sign and Timestamp ,,,,75182525.0,ns,348
Platform,Sign and Timestamp ,,,,75519502.0,ns,350
Platform,Sign and Timestamp ,,,,75986864.0,ns,352
Platform,Sign and Timestamp ,,,,76352405.0,ns,354
Platform,Sign and Timestamp ,,,,76934717.0,ns,356
Platform,Sign and Timestamp ,,,,77296514.0,ns,358
Platform,Sign and Timestamp ,,,,77755780.0,ns,360
Platform,Sign and Timestamp ,,,,78455584.0,ns,362
Platform,Sign and Timestamp ,,,,78679688.0,ns,364
Platform,Sign and Timestamp ,,,,79011718.0,ns,366
Platform,Sign and Timestamp ,,,,79473489.0,ns,368
Platform,Sign and Timestamp ,,,,80049434.0,ns,370
Platform,Sign and Timestamp ,,,,80493787.0,ns,372
Platform,Sign and Timestamp ,,,,80728025.0,ns,374
Platform,Sign and Timestamp ,,,,81156151.0,ns,376
Platform,Sign and Timestamp ,,,,81614644.0,ns,378
Platform,Sign and Timestamp ,,,,82098029.0,ns,380
Platform,Sign and Timestamp ,,,,82539645.0,ns,382
Platform,Sign and Timestamp ,,,,82834234.0,ns,384
Platform,Sign and Timestamp ,,,,83279977.0,ns,386
Platform,Sign and Timestamp ,,,,83795024.0,ns,388
Platform,Sign and Timestamp ,,,,84161631.0,ns,390
Platform,Sign and Timestamp ,,,,84622865.0,ns,392
Platform,Sign and Timestamp ,,,,85158462.0,ns,394
Platform,Sign and Timestamp ,,,,85609428.0,ns,396
Platform,Sign and Timestamp ,,,,85911056.0,ns,398
Platform,Sign and Timestamp ,,,,86416343.0,ns,400
Platform,Sign and Timestamp ,,,,86839188.0,ns,402
Platform,Sign and Timestamp ,,,,87165966.0,ns,404
Platform,Sign and Timestamp ,,,,87552648.0,ns,406
Platform,Sign and Timestamp ,,,,87978725.0,ns,408
Platform,Sign and Timestamp ,,,,88516291.0,ns,410
Platform,Sign and Timestamp ,,,,88815091.0,ns,412
Platform,Sign and Timestamp ,,,,89226621.0,ns,414
Platform,Sign and Timestamp ,,,,89798624.0,ns,416
Platform,Sign and Timestamp ,,,,90321211.0,ns,418
Platform,Sign and Timestamp ,,,,90634134.0,ns,420
Platform,Sign and Timestamp ,,,,91009779.0,ns,422
Platform,Sign and Timestamp ,,,,91489875.0,ns,424
Platform,Sign and Timestamp ,,,,91858832.0,ns,426
Platform,Sign and Timestamp ,,,,92252345.0,ns,428
Platform,Sign and Timestamp ,,,,92955206.0,ns,430
Platform,Sign and Timestamp ,,,,93127331.0,ns,432
Platform,Sign and Timestamp ,,,,93728494.0,ns,434
Platform,Sign and Timestamp ,,,,94061889.0,ns,436
Platform,Sign and Timestamp ,,,,94513498.0,ns,438
Platform,Sign and Timestamp ,,,,94939619.0,ns,440
Platform,Sign and Timestamp ,,,,95347849.0,ns,442
Platform,Sign and Timestamp ,,,,95794517.0,ns,444
Platform,Sign and Timestamp ,,,,97901314.0,ns,446
Platform,Sign and Timestamp ,,,,96953184.0,ns,448
Platform,Sign and Timestamp ,,,,97262790.0,ns,450
Platform,Sign and Timestamp ,,,,97734207.0,ns,452
Platform,Sign and Timestamp ,,,,98030941.0,ns,454
Platform,Sign and Timestamp ,,,,98454223.0,ns,456
Platform,Sign and Timestamp ,,,,98856400.0,ns,458
Platform,Sign and Timestamp ,,,,99371131.0,ns,460
Platform,Sign and Timestamp ,,,,99790886.0,ns,462
Platform,Sign and Timestamp ,,,,100135445.0,ns,464
Platform,Sign and Timestamp ,,,,102754357.0,ns,466
Platform,Sign and Timestamp ,,,,101137992.0,ns,468
Platform,Sign and Timestamp ,,,,101732581.0,ns,470
Platform,Sign and Timestamp ,,,,102337785.0,ns,472
Platform,Sign and Timestamp ,,,,102589824.0,ns,474
Platform,Sign and Timestamp ,,,,103176880.0,ns,476
Platform,Sign and Timestamp ,,,,103550246.0,ns,478
Platform,Sign and Timestamp ,,,,103993251.0,ns,480
Platform,Sign and Timestamp ,,,,104301610.0,ns,482
Platform,Sign and Timestamp ,,,,104961089.0,ns,484
Platform,Sign and Timestamp ,,,,185462004.0,ns,486
Platform,Sign and Timestamp ,,,,236215600.0,ns,488
Platform,Sign and Timestamp ,,,,115076127.0,ns,490
Platform,Sign and Timestamp ,,,,117793187.0,ns,492
Platform,Sign and Timestamp ,,,,122332248.0,ns,494
Platform,Sign and Timestamp ,,,,120160461.0,ns,496
Platform,Sign and Timestamp ,,,,126492634.0,ns,498
Platform,Sign and Timestamp ,,,,150871810.0,ns,500
Platform,Sign and Timestamp ,,,,120660472.0,ns,502
Platform,Sign and Timestamp ,,,,157086735.0,ns,504
Platform,Sign and Timestamp ,,,,113938480.0,ns,506
Platform,Sign and Timestamp ,,,,155527720.0,ns,508
Platform,Sign and Timestamp ,,,,128474850.0,ns,510
Platform,Sign and Timestamp ,,,,116480092.0,ns,512
Platform,Sign and Timestamp ,,,,134189718.0,ns,514
