group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Moderator,"Moderator :: Generate ""1"" tokens",,,,16939656.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16883430.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,17011809.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16905647.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16967465.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16890141.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16906592.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16903511.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16902712.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16915418.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16879198.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16893822.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16898832.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16905897.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16911489.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16877923.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16894966.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16893130.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16919340.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882713.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16895274.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16908556.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16938247.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16936722.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16816722.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16984361.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16898081.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882862.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16893466.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16971006.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16934752.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16921101.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16897985.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16924020.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16897783.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16900409.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16905406.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16952792.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16901686.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882657.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16956326.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16874609.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16948405.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16888830.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16925820.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16911393.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16937555.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16904319.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16900244.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882761.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16885188.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16889913.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16857546.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16861104.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16876867.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16844396.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,17000430.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16929489.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16870103.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16891088.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16884378.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16913326.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16930198.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16859982.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16912626.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16946762.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16895328.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16919436.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16842099.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16923943.0,ns,59
