group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5741746223.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5738489261.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5738562622.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5753599775.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5734483590.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5822122800.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6249902366.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5894997008.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5840317271.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5733459693.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5738208338.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5733193365.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5740434483.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5737865586.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5740918514.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5812565226.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6261278699.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5741271981.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6809984679.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5818542176.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5741936102.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5736729230.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5733890965.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5734117158.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735229331.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5769858580.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6315082283.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5741470768.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5743827684.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5736798776.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735696700.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5736930455.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5734250045.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5784998289.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5737154696.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5737276015.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6083309089.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6168969766.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5748195874.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5734243407.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5736530929.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735654298.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735472783.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5734949917.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735395594.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5734891809.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735982105.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6955498979.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5743051320.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5742095106.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735891121.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735285001.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735151336.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5734316887.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735216956.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5736389342.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735976200.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,6781295889.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5854948941.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5742914446.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735562087.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5738512044.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5737195506.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5733947752.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5735868286.0,ns,2
Moderator,"Moderator :: Generate ""10000"" tokens",,,,5733846911.0,ns,2
